Reef.ID,Reef.Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code,S1,S2,S3,S4,Errors.,What.errors.,Average_bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Region,Diversity,rate_of_SST_change,Longitude.Degrees,Latitude.Degrees
35.3.54.9E.24.45.17.2N,Sharm Fukeri North,Red Sea,Egypt,Red Sea,Marsa Alam,2004,31-Oct-04,5,Bleaching (% of population),0,0,0,0,TRUE,substrate incomplete,0,298.12,300.31,298.71,293.39,305.52,2.64,3,0.54,0.99,0,-3.3,3.17,2,7.37,33,7,0,4.27,23.47,2.7,-2.06,2.64,-8.97,3.14,-3.64,0,2.21,8,1,0,1.77,11.75,0.58,NA,NA,0.011111111,35.06525,24.75477778
35.3.54.9E.24.45.17.2N,Sharm Fukeri North,Red Sea,Egypt,Red Sea,Marsa Alam,2004,31-Oct-04,11,Bleaching (% of population),0,0,0,0,TRUE,substrate incomplete,0,298.12,300.31,298.71,293.39,305.52,2.64,3,0.54,0.99,0,-3.3,3.17,2,7.37,33,7,0,4.27,23.47,2.7,-2.06,2.64,-8.97,3.14,-3.64,0,2.21,8,1,0,1.77,11.75,0.58,NA,NA,0.011111111,35.06525,24.75477778
35.3.54.9E.24.45.17.2N,Sharm Fukeri North,Red Sea,Egypt,Red Sea,Marsa Alam,2005,2-Dec-05,6,Bleaching (% of population),0,0,0,0,FALSE,,0,296.49,297.59,298.71,293.39,305.52,2.64,4,-0.37,0.99,0,-3.3,3.17,7,7.37,33,7,0,4.27,23.47,2.7,-4.77,2.64,-8.97,3.14,-3.64,1,2.21,8,1,0,1.77,11.75,0.58,NA,NA,0.011111111,35.06525,24.75477778
35.3.54.9E.24.45.17.2N,Sharm Fukeri North,Red Sea,Egypt,Red Sea,Marsa Alam,2007,18-Jun-07,5.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.83,300.32,298.71,293.39,305.52,2.64,4,0.24,0.99,0,-3.3,3.17,11,7.37,33,7,6.16,4.27,23.47,2.7,-2.05,2.64,-8.97,3.14,-3.64,2,2.21,8,1,0,1.77,11.75,0.58,NA,NA,0.011111111,35.06525,24.75477778
35.5.3.6W.8.44.28.7S,Cordao do Mero,Atlantic,Brazil,Pernambuco,Tamandare,2004,28-Nov-04,2,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.33,300.4666667,296.4066667,305.72,1.16,5,-0.003333333,0.67,0,-2.993333333,5.16,0,3.33,16.33333333,2,0,1.766666667,11.27,0.93,-1.626666667,1.16,-5.54,3.756666667,-1.476666667,0,1,4.666666667,0,0,0.796666667,6.233333333,0.206666667,ERG144,16,-0.004015151,-35.08433333,-8.741305556
35.5.3.6W.8.44.28.7S,Cordao do Mero,Atlantic,Brazil,Pernambuco,Tamandare,2007,19-Jan-07,3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,301.0666667,300.4666667,296.4066667,305.72,1.16,6,0.066666667,0.67,0,-2.993333333,5.16,1.333333333,3.33,16.33333333,2,1.19,1.766666667,11.27,0.93,-0.886666667,1.16,-5.54,3.756666667,-1.476666667,0,1,4.666666667,0,0,0.796666667,6.233333333,0.206666667,ERG144,16,-0.004015151,-35.08433333,-8.741305556
35.5.34.1W.8.46.0.9S,Caverna dos Dentoes,Atlantic,Brazil,Pernambuco,Tamandare,2007,8-Mar-07,4,Bleaching (% of population),10,10,10,10,FALSE,,10,262.15,301.0375,300.445,296.405,305.7775,1.17,5,-0.78,0.6825,0,-3.085,4.41,1.75,3.545,17,2.25,1.6725,1.8325,10.765,0.9875,-0.9025,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09280556,-8.766916667
35.5.34.1W.8.46.0.9S,Caverna dos Dentoes,Atlantic,Brazil,Pernambuco,Tamandare,2007,25-Sep-07,4,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,299.3475,300.445,296.405,305.7775,1.17,7,-0.0575,0.6825,0,-3.085,4.41,1.5,3.545,17,2.25,0,1.8325,10.765,0.9875,-2.5925,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09280556,-8.766916667
35.5.34.5W.8.45.59.4S,Lado Oeste do Canal da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2007,16-Mar-07,3,Bleaching (% of population),10,10,10,10,FALSE,,10,262.15,301.805,300.445,296.405,305.7775,1.17,4,-0.085,0.6825,0,-3.085,4.41,1.75,3.545,17,2.25,1.6725,1.8325,10.765,0.9875,-0.13,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09291667,-8.7665
35.5.34.5W.8.45.59.4S,Lado Oeste do Canal da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2007,23-Nov-07,3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.68,300.445,296.405,305.7775,1.17,6,0.4175,0.6825,0,-3.085,4.41,1.5,3.545,17,2.25,0,1.8325,10.765,0.9875,-1.2575,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09291667,-8.7665
35.5.35.64W.8.45.58.5S,Topo da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2007,23-Mar-07,3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,301.5275,300.445,296.405,305.7775,1.17,6,-0.4,0.6825,0,-3.085,4.41,1.75,3.545,17,2.25,1.11,1.8325,10.765,0.9875,-0.4125,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09322222,-8.76625
35.5.37.5W.8.46.1.4S,Crista Interna da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2005,10-Nov-05,2,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.2925,300.445,296.405,305.7775,1.17,6,0.1625,0.6825,0,-3.085,4.41,1.75,3.545,17,2.25,0,1.8325,10.765,0.9875,-1.6475,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09375,-8.767055556
35.5.38.43W.8.46.4.41S,Crista Sul da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2007,22-Mar-07,5,Bleaching (% of population),30,30,20,30,FALSE,,27.5,262.15,301.5275,300.445,296.405,305.7775,1.17,6,-0.4,0.6825,0,-3.085,4.41,1.75,3.545,17,2.25,1.11,1.8325,10.765,0.9875,-0.4125,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.094,-8.767888889
35.5.38.43W.8.46.4.41S,Crista Sul da Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2007,7-Dec-07,7,Bleaching (% of population),0.1,0,0.1,0,FALSE,,0.05,262.15,299.5,300.445,296.405,305.7775,1.17,6,-0.8975,0.6825,0,-3.085,4.41,1.5,3.545,17,2.25,0,1.8325,10.765,0.9875,-2.435,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.094,-8.767888889
35.5.48.12W.8.46.58.86S,Poco da Elga,Atlantic,Brazil,Pernambuco,Tamandare,2007,13-Nov-07,3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,299.8075,300.445,296.405,305.7775,1.17,7,-0.295,0.6825,0,-3.085,4.41,1.5,3.545,17,2.25,0,1.8325,10.765,0.9875,-2.1325,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09669444,-8.783027778
35.5.5.25W.8.45.26.78S,Pipocas,Atlantic,Brazil,Pernambuco,Tamandare,2007,18-Jan-07,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.965,300.445,296.405,305.7775,1.17,6,-0.0225,0.6825,0,-3.085,4.41,1,3.545,17,2.25,0.8275,1.8325,10.765,0.9875,-0.9725,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.08480556,-8.757444444
35.5.6.9W.8.45.31.6S,Pirambu,Atlantic,Brazil,Pernambuco,Tamandare,2004,19-Mar-04,4,Bleaching (% of population),10,10,10,10,FALSE,,10,262.15,301.335,300.445,296.405,305.7775,1.17,5,-0.575,0.6825,0,-3.085,4.41,0,3.545,17,2.25,0,1.8325,10.765,0.9875,-0.6025,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.08525,-8.758777778
35.5.6.9W.8.45.31.6S,Pirambu,Atlantic,Brazil,Pernambuco,Tamandare,2007,17-Jan-07,4,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.965,300.445,296.405,305.7775,1.17,6,-0.0225,0.6825,0,-3.085,4.41,1,3.545,17,2.25,0.8275,1.8325,10.765,0.9875,-0.9725,1.17,-5.53,3.83,-1.485,0,1.1925,5.75,0,0,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.08525,-8.758777778
35.51E.25.9N,Marsa Egla North,Red Sea,Egypt,Red Sea,Marsa Alam,2004,15-May-04,6,Bleaching (% of population),0,0,0,0,FALSE,,0,300.52,298.23,299.27,293.72,304.97,2.65,5,-0.38,0.95,0,-3.33,3.33,13,6.93,33,7,0,3.76,20.57,2.54,-4.62,2.65,-9.13,2.11,-3.57,1,1.98,9,1,0,1.42,11.71,0.4,ERG001,310,0.02520202,35.85,25.15
35.51E.25.9N,Marsa Egla North,Red Sea,Egypt,Red Sea,Marsa Alam,2004,15-May-04,10.5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.52,298.23,299.27,293.72,304.97,2.65,5,-0.38,0.95,0,-3.33,3.33,13,6.93,33,7,0,3.76,20.57,2.54,-4.62,2.65,-9.13,2.11,-3.57,1,1.98,9,1,0,1.42,11.71,0.4,ERG001,310,0.02520202,35.85,25.15
37.14.35.7E.19.37.36.7N,Falamingo Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,15-Mar-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,298.5,301.2833333,295.46,306.9366667,2.366666667,6,-0.036666667,0.96,0,-3.326666667,3.22,7,6.023333333,29.66666667,7,0,3.23,16.72,2.5,-5.686666667,2.366666667,-8.723333333,2.74,-2.893333333,2.666666667,1.64,6,1,0,1.3,8.69,0.46,ERG001,310,0.006944444,37.24325,19.62686111
37.14.35.7E.19.37.36.7N,Falamingo Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,6-Apr-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.01,301.2833333,295.46,306.9366667,2.366666667,5,0.556666667,0.96,0,-3.326666667,3.22,7,6.023333333,29.66666667,7,0,3.23,16.72,2.5,-4.173333333,2.366666667,-8.723333333,2.74,-2.893333333,2.666666667,1.64,6,1,0,1.3,8.69,0.46,ERG001,310,0.006944444,37.24325,19.62686111
37.14.35.7E.19.37.36.7N,Falamingo Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,6-Apr-04,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.01,301.2833333,295.46,306.9366667,2.366666667,5,0.556666667,0.96,0,-3.326666667,3.22,7,6.023333333,29.66666667,7,0,3.23,16.72,2.5,-4.173333333,2.366666667,-8.723333333,2.74,-2.893333333,2.666666667,1.64,6,1,0,1.3,8.69,0.46,ERG001,310,0.006944444,37.24325,19.62686111
37.15.1.2E.19.34.54.7N,Winget Barrier Reef,Red Sea,Sudan,,Port Sudan,2004,25-Mar-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.55,298.88,301.28,295.53,307.2,2.37,4,-0.23,0.97,0,-3.36,3.31,8,6.09,28,7,0,3.27,15.96,2.55,-5.28,2.37,-8.63,3.03,-2.87,3,1.78,7,1,0,1.45,10.85,0.51,ERG001,310,0.006944444,37.25033333,19.58186111
37.15.1.2E.19.34.54.7N,Winget Barrier Reef,Red Sea,Sudan,,Port Sudan,2004,25-Jul-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,303.97,302.66,301.28,295.53,307.2,2.37,6,-0.69,0.97,0,-3.36,3.31,6,6.09,28,7,2.13,3.27,15.96,2.55,-1.5,2.37,-8.63,3.03,-2.87,3,1.78,7,1,0,1.45,10.85,0.51,ERG001,310,0.006944444,37.25033333,19.58186111
37.17.13.2E.19.37.3.5N,Gota Wingate North,Red Sea,Sudan,,Port Sudan,2004,9-Jun-04,7,Bleaching (% of population),0,0,0,0,FALSE,,0,303.06,302.07,301.28,295.53,307.2,2.37,4,-0.21,0.97,0,-3.36,3.31,6,6.09,28,7,1.27,3.27,15.96,2.55,-2.09,2.37,-8.63,3.03,-2.87,3,1.78,7,1,0,1.45,10.85,0.51,ERG001,310,0.006944444,37.287,19.61763889
37.17.29.6E.19.38.36.6N,Damadma Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,22-Jan-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,298.07,298.46,301.37,295.53,306.82,2.37,6,0.35,0.92,0,-3.73,3.41,7,5.89,27,6,1.09,3.19,17.93,2.34,-5.84,2.37,-8.76,2.51,-2.92,1,1.48,5,1,0,1.14,6.36,0.4,ERG001,310,0.006944444,37.29155556,19.6435
37.17.29.6E.19.38.36.6N,Damadma Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,8-Apr-04,5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.22,299.96,301.37,295.53,306.82,2.37,4,0.09,0.92,0,-3.73,3.41,6,5.89,27,6,1.09,3.19,17.93,2.34,-4.33,2.37,-8.76,2.51,-2.92,1,1.48,5,1,0,1.14,6.36,0.4,ERG001,310,0.006944444,37.29155556,19.6435
37.17.29.6E.19.38.36.6N,Damadma Fringing Reef,Red Sea,Sudan,,Port Sudan,2004,8-Apr-04,10,Bleaching (% of population),0,0,0,0,FALSE,,0,301.22,299.96,301.37,295.53,306.82,2.37,4,0.09,0.92,0,-3.73,3.41,6,5.89,27,6,1.09,3.19,17.93,2.34,-4.33,2.37,-8.76,2.51,-2.92,1,1.48,5,1,0,1.14,6.36,0.4,ERG001,310,0.006944444,37.29155556,19.6435
37.17.42.3E.19.38.4.9N,Wingate Reef- Police Station,Red Sea,Sudan,,Port Sudan,2004,7-Jun-04,10,Bleaching (% of population),0,0,0,0,FALSE,,0,303.02,301.75,301.37,295.53,306.82,2.37,5,-0.4,0.92,0,-3.73,3.41,4,5.89,27,6,0,3.19,17.93,2.34,-2.55,2.37,-8.76,2.51,-2.92,1,1.48,5,1,0,1.14,6.36,0.4,ERG001,310,0.006944444,37.29508333,19.63469444
37.26.30.8E.19.43.19.1N,Sanganeb South-West,Red Sea,Sudan,,Port Sudan,2004,8-Jun-04,15,Bleaching (% of population),0,0,0,0,FALSE,,0,303.07,301.35,301.4,295.07,306.82,2.36,5,-0.81,0.9,0,-3.94,3.32,3,5.41,25,6,1.15,3.03,18.41,2.13,-3,2.36,-9.27,2.47,-2.94,2,1.44,6,1,0,1.14,11.25,0.36,ERG001,310,0.006944444,37.44188889,19.72197222
38.26.29W.13.04.47S,Caramuanas Sul,Atlantic,Brazil,Bahia,Itaparica,2007,15-Mar-07,3,Bleaching (% of population),0,0,0,0,FALSE,,0,301.12,301.89,299.68,295.48,303.72,1.24,5,0.54,0.64,0,-2.76,2.57,1,3.35,16,2,0,1.7,13.08,0.79,0.52,1.24,-5.88,2.34,-1.68,0,1.22,6,0,0,0.73,6.98,0.18,ERG144,16,-0.013257575,-38.44138889,-13.07972222
38.36.8.2W.12.58.4.3S,Ilhota,Atlantic,Brazil,Bahia,Vera Cruz,2006,13-Oct-06,3,Bleaching (% of population),100,0,0,0,FALSE,,25,262.15,298.256,299.828,295.87,304.562,1.322,5,-0.866,0.734,0,-2.712,3.802,3,3.562,17.2,3.2,0.868,1.994,11.92,1.3,-3.312,1.322,-5.694,2.986,-1.73,0,1.018,4.4,0.2,0,0.776,5.822,0.242,ERG144,16,-0.013560606,-38.60227778,-12.96786111
38.36.8.2W.12.58.4.3S,Ilhota,Atlantic,Brazil,Bahia,Vera Cruz,2006,14-Oct-06,3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,298.256,299.828,295.87,304.562,1.322,5,-0.866,0.734,0,-2.712,3.802,3,3.562,17.2,3.2,0.868,1.994,11.92,1.3,-3.312,1.322,-5.694,2.986,-1.73,0,1.018,4.4,0.2,0,0.776,5.822,0.242,ERG144,16,-0.013560606,-38.60227778,-12.96786111
38.39.38.3W.17.58.52.6S,Chapeirao da Barracuda,Atlantic,Brazil,Bahia,Caravelas,2005,5-Apr-05,12.2,Bleaching (% of population),2,2,2,2,FALSE,,2,299.87,300.6,298.88,295.21,303.41,1.2,4,0.15,0.59,0,-2.76,2.93,0,2.62,13,1,0,1.28,7.47,0.59,0.12,1.2,-5.26,2.92,-1.59,0,0.86,4,0,0,0.65,4.6,0.15,ERG144,16,-0.012095959,-38.66063889,-17.98127778
38.40.17.2W.17.58.38.6S,Chapeirao Abrolhos,Atlantic,Brazil,Bahia,Caravelas,2005,6-Apr-05,9,Bleaching (% of population),2,2,2,2,FALSE,,2,299.65,301.17,298.91,295.41,302.77,1.21,3,0.77,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,0.67,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.67144444,-17.97738889
38.40.18.5W.17.58.13S,Chapeirao da Debora,Atlantic,Brazil,Bahia,Caravelas,2005,5-Apr-05,7,Bleaching (% of population),2,2,2,2,FALSE,,2,299.87,300.69,298.91,295.41,302.77,1.21,4,0.23,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,0.19,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.67180556,-17.97027778
38.40.18.5W.17.58.13S,Chapeirao da Debora,Atlantic,Brazil,Bahia,Caravelas,2007,19-Oct-07,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.8,297.16,298.91,295.41,302.77,1.21,7,-1.13,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,-3.34,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.67180556,-17.97027778
38.41.58.74W.17.57.49.21S,Portinho Sul,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2007,15-Oct-07,5,Bleaching (% of population),0,0,0,0,FALSE,,0,298.7,298.34,298.91,295.41,302.77,1.21,8,0.16,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,-2.15,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.69963889,-17.96366667
38.42.2.4W.17.57.51.6S,Mato Verde,Atlantic,Brazil,Bahia,Caravelas,2005,6-Apr-05,5.5,Bleaching (% of population),2,2,2,2,FALSE,,2,299.65,301.17,298.91,295.41,302.77,1.21,3,0.77,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,0.67,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.70066667,-17.96433333
38.42.2.4W.17.57.51.6S,Mato Verde,Atlantic,Brazil,Bahia,Caravelas,2007,15-Oct-07,5,Bleaching (% of population),0,0,0,0,FALSE,,0,298.7,298.34,298.91,295.41,302.77,1.21,8,0.16,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,-2.15,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.70066667,-17.96433333
38.42.44.8W.17.58.9.9S,Lingua da Siriba,Atlantic,Brazil,Bahia,Caravelas,2005,6-Apr-05,4,Bleaching (% of population),2,2,2,2,FALSE,,2,299.64,301.17,298.89,295.5,302.67,1.21,3,0.79,0.63,0,-2.65,2.39,0,3.31,18,2,0,1.54,9.73,0.77,0.7,1.21,-4.96,2.2,-1.57,0,1.04,4,0,0,0.74,5.17,0.17,ERG144,16,-0.012095959,-38.71244444,-17.96941667
38.42.54.65W.17.58.15.42S,Lingua da Siriba II,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2007,18-Oct-07,4,Bleaching (% of population),0,0,0,0,FALSE,,0,298.79,297.94,298.89,295.5,302.67,1.21,7,-0.38,0.63,0,-2.65,2.39,2,3.31,18,2,0,1.54,9.73,0.77,-2.53,1.21,-4.96,2.2,-1.57,0,1.04,4,0,0,0.74,5.17,0.17,ERG144,16,-0.012095959,-38.71519444,-17.97094444
38.59.17.72W.16.24.48.16S,Coral Vivo Oeste,Atlantic,Brazil,Bahia,Porto Seguro,2007,20-Nov-07,3,Bleaching (% of population),5,5,5,5,FALSE,,5,298.87,298.76,298.96,295.51,302.48,1.17,5,0.06,0.78,0,-2.53,2.71,3,4.58,21,4,0,2.27,11.86,1.51,-1.7,1.17,-4.94,2.01,-1.49,1,1.3,5,1,0,0.87,6.55,0.31,ERG144,16,-0.012272727,-38.98825,-16.41338889
38.59.26.85W.16.24.43.97S,Labirinto,Atlantic,Brazil,Bahia,Porto Seguro,2007,21-Nov-07,5,Bleaching (% of population),2,0,4,0,FALSE,,1.5,298.97,298.2,298.98,295.13,302.54,1.18,3,-0.53,0.78,0,-3.22,2.61,1,3.95,21,4,0,2.06,11.85,1.53,-2.27,1.18,-5.33,2.06,-1.48,0,1.12,6,0,0,0.84,6.29,0.31,ERG144,16,-0.012272727,-38.99080556,-16.41222222
38.653055W.13.032555S,Poco dos Gatos,Atlantic,Brazil,Bahia,Vera Cruz,2006,8-Feb-06,3,Bleaching (% of population),0,0,0,0,FALSE,,0,301.49,301.14,299.8,295.63,305.17,1.33,5,0.24,0.79,0,-2.8,5.22,2,3.99,18,4,1.5,2.58,15.66,1.67,-0.41,1.33,-5.92,3.61,-1.74,0,1.61,8,1,0,1.24,11.09,0.4,ERG144,16,-0.013257575,-38.65305556,-13.03255556
38.6702W.17.9627S,Chapeirao do Pierre,Atlantic,Brazil,Parcel dos Abrolhos,,2005,4-Apr-05,8,Bleaching (% of population),2,2,2,2,FALSE,,2,299.87,300.69,298.91,295.41,302.77,1.21,4,0.23,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,0.19,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.67019444,-17.96269444
38.6702W.17.9627S,Chapeirao do Pierre,Atlantic,Brazil,Parcel dos Abrolhos,,2007,16-Oct-07,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.7,298.34,298.91,295.41,302.77,1.21,8,0.16,0.6,0,-2.75,2.63,1,2.87,15,2,0,1.35,9.48,0.66,-2.15,1.21,-5.08,2.26,-1.58,0,0.96,5,0,0,0.69,5.47,0.17,ERG144,16,-0.012095959,-38.67019444,-17.96269444
38.714163W.17.968804S,Lingua da Siriba I,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2007,14-Oct-07,6,Bleaching (% of population),2,2,1,2,FALSE,,1.75,298.71,298.45,298.89,295.5,302.67,1.21,8,0.24,0.63,0,-2.65,2.39,2,3.31,18,2,0,1.54,9.73,0.77,-2.02,1.21,-4.96,2.2,-1.57,0,1.04,4,0,0,0.74,5.17,0.17,ERG144,16,-0.012095959,-38.71416667,-17.96880556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2003,28-Sep-03,3,Bleaching (% of population),0,0,0,0,FALSE,,0,300.7,299.5,300.55,295.85,305.48,1.47,5,-0.16,0.8,0,-3.18,3.71,2,3.4,21,4,0,2.09,13.33,1.44,-2.6,1.47,-6.25,3.37,-1.54,1,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2004,28-Sep-04,2.5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.7,298.93,300.55,295.85,305.48,1.47,4,-0.69,0.8,0,-3.18,3.71,0,3.4,21,4,0,2.09,13.33,1.44,-3.17,1.47,-6.25,3.37,-1.54,0,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2005,23-Sep-05,3,Bleaching (% of population),0,0,0,0,FALSE,,0,300.7,300,300.55,295.85,305.48,1.47,5,0.45,0.8,0,-3.18,3.71,0,3.4,21,4,0,2.09,13.33,1.44,-2.1,1.47,-6.25,3.37,-1.54,0,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2006,26-Sep-06,3.5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.7,300.36,300.55,295.85,305.48,1.47,6,0.85,0.8,0,-3.18,3.71,4,3.4,21,4,1.49,2.09,13.33,1.44,-1.74,1.47,-6.25,3.37,-1.54,1,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2007,27-Oct-07,3.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.27,301.44,300.55,295.85,305.48,1.47,5,0.71,0.8,0,-3.18,3.71,6,3.4,21,4,1.55,2.09,13.33,1.44,-0.66,1.47,-6.25,3.37,-1.54,0,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.02.244E.05.32.433S,Fungu Zinga Reef North,Indian,Tanzania,Tanga,Pangani,2008,1-Nov-08,1.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.29,300.92,300.55,295.85,305.48,1.47,5,0.04,0.8,0,-3.18,3.71,3,3.4,21,4,1.96,2.09,13.33,1.44,-1.18,1.47,-6.25,3.37,-1.54,0,1.62,7,1,0,1.46,11.34,0.58,ERG009,347,0.019419191,39.03738889,-5.540555556
39.03.59E.05.29.50S,Maziwe Reef North,Indian,Tanzania,Tanga,Pangani,2003,29-Sep-03,3,Bleaching (% of population),0,0,0,0,FALSE,,0,300.74,299.38,300.53,295.79,306.16,1.47,5,-0.35,0.82,0,-2.94,4.82,2,3.56,18,5,0,2.15,10.5,1.67,-2.72,1.47,-6.3,4.05,-1.56,2,1.57,7,1,0,1.3,7.46,0.55,ERG009,347,0.019419191,39.06638889,-5.497222222
